species,form,acquisition_method,map,encounter_type,badge_requirement,rate,evolution_source,quest,notes
SPECIES_ZIGZAGOON,,wild,ROUTE_1,land,0,table slot,,,morning; levels 2-3
SPECIES_ONIX,,wild,VICTORY_ROAD_3F,land,varies,10,,,stock FireRed; levels 40-40
SPECIES_ONIX,,wild,VICTORY_ROAD_3F,land,varies,10,,,stock FireRed; levels 43-43
SPECIES_ONIX,,wild,VICTORY_ROAD_3F,land,varies,10,,,stock FireRed; levels 46-46
SPECIES_ZUBAT,,wild,VICTORY_ROAD_3F,land,varies,10,,,stock FireRed; levels 32-32
SPECIES_ARBOK,,wild,VICTORY_ROAD_3F,land,varies,5,,,stock FireRed; levels 44-44
SPECIES_GOLBAT,,wild,VICTORY_ROAD_3F,land,varies,5,,,stock FireRed; levels 44-44
SPECIES_MAROWAK,,wild,VICTORY_ROAD_3F,land,varies,4,,,stock FireRed; levels 44-44
SPECIES_MACHOKE,,wild,VICTORY_ROAD_3F,land,varies,4,,,stock FireRed; levels 44-44
SPECIES_MACHOKE,,wild,VICTORY_ROAD_3F,land,varies,1,,,stock FireRed; levels 46-46
SPECIES_MAROWAK,,wild,VICTORY_ROAD_3F,land,varies,1,,,stock FireRed; levels 46-46
SPECIES_KOFFING,,wild,POKEMON_MANSION_1F,land,varies,20,,,stock FireRed; levels 28-28
SPECIES_RATICATE,,wild,POKEMON_MANSION_1F,land,varies,20,,,stock FireRed; levels 32-32
SPECIES_KOFFING,,wild,POKEMON_MANSION_1F,land,varies,10,,,stock FireRed; levels 30-30
SPECIES_RATICATE,,wild,POKEMON_MANSION_1F,land,varies,10,,,stock FireRed; levels 36-36
SPECIES_GROWLITHE,,wild,POKEMON_MANSION_1F,land,varies,10,,,stock FireRed; levels 30-30
SPECIES_RATTATA,,wild,POKEMON_MANSION_1F,land,varies,10,,,stock FireRed; levels 28-28
SPECIES_GRIMER,,wild,POKEMON_MANSION_1F,land,varies,5,,,stock FireRed; levels 28-28
SPECIES_WEEZING,,wild,POKEMON_MANSION_1F,land,varies,5,,,stock FireRed; levels 32-32
SPECIES_GROWLITHE,,wild,POKEMON_MANSION_1F,land,varies,4,,,stock FireRed; levels 32-32
SPECIES_RATTATA,,wild,POKEMON_MANSION_1F,land,varies,4,,,stock FireRed; levels 26-26
SPECIES_GROWLITHE,,wild,POKEMON_MANSION_1F,land,varies,1,,,stock FireRed; levels 32-32
SPECIES_RATTATA,,wild,POKEMON_MANSION_1F,land,varies,1,,,stock FireRed; levels 26-26
SPECIES_KOFFING,,wild,POKEMON_MANSION_2F,land,varies,20,,,stock FireRed; levels 28-28
SPECIES_RATICATE,,wild,POKEMON_MANSION_2F,land,varies,20,,,stock FireRed; levels 32-32
SPECIES_KOFFING,,wild,POKEMON_MANSION_2F,land,varies,10,,,stock FireRed; levels 30-30
SPECIES_RATICATE,,wild,POKEMON_MANSION_2F,land,varies,10,,,stock FireRed; levels 36-36
SPECIES_GROWLITHE,,wild,POKEMON_MANSION_2F,land,varies,10,,,stock FireRed; levels 30-30
SPECIES_RATTATA,,wild,POKEMON_MANSION_2F,land,varies,10,,,stock FireRed; levels 28-28
SPECIES_GRIMER,,wild,POKEMON_MANSION_2F,land,varies,5,,,stock FireRed; levels 28-28
SPECIES_WEEZING,,wild,POKEMON_MANSION_2F,land,varies,5,,,stock FireRed; levels 32-32
SPECIES_GROWLITHE,,wild,POKEMON_MANSION_2F,land,varies,4,,,stock FireRed; levels 32-32
SPECIES_RATTATA,,wild,POKEMON_MANSION_2F,land,varies,4,,,stock FireRed; levels 26-26
SPECIES_GROWLITHE,,wild,POKEMON_MANSION_2F,land,varies,1,,,stock FireRed; levels 32-32
SPECIES_RATTATA,,wild,POKEMON_MANSION_2F,land,varies,1,,,stock FireRed; levels 26-26
SPECIES_KOFFING,,wild,POKEMON_MANSION_3F,land,varies,20,,,stock FireRed; levels 28-28
SPECIES_RATICATE,,wild,POKEMON_MANSION_3F,land,varies,20,,,stock FireRed; levels 32-32
SPECIES_KOFFING,,wild,POKEMON_MANSION_3F,land,varies,10,,,stock FireRed; levels 30-30
SPECIES_RATICATE,,wild,POKEMON_MANSION_3F,land,varies,10,,,stock FireRed; levels 36-36
SPECIES_GROWLITHE,,wild,POKEMON_MANSION_3F,land,varies,10,,,stock FireRed; levels 30-30
SPECIES_RATTATA,,wild,POKEMON_MANSION_3F,land,varies,10,,,stock FireRed; levels 28-28
SPECIES_GRIMER,,wild,POKEMON_MANSION_3F,land,varies,5,,,stock FireRed; levels 28-28
SPECIES_WEEZING,,wild,POKEMON_MANSION_3F,land,varies,5,,,stock FireRed; levels 32-32
SPECIES_GROWLITHE,,wild,POKEMON_MANSION_3F,land,varies,4,,,stock FireRed; levels 32-32
SPECIES_RATTATA,,wild,POKEMON_MANSION_3F,land,varies,4,,,stock FireRed; levels 26-26
SPECIES_GROWLITHE,,wild,POKEMON_MANSION_3F,land,varies,1,,,stock FireRed; levels 32-32
SPECIES_RATTATA,,wild,POKEMON_MANSION_3F,land,varies,1,,,stock FireRed; levels 26-26
SPECIES_KOFFING,,wild,POKEMON_MANSION_B1F,land,varies,20,,,stock FireRed; levels 28-28
SPECIES_RATICATE,,wild,POKEMON_MANSION_B1F,land,varies,20,,,stock FireRed; levels 34-34
SPECIES_KOFFING,,wild,POKEMON_MANSION_B1F,land,varies,10,,,stock FireRed; levels 30-30
SPECIES_DITTO,,wild,POKEMON_MANSION_B1F,land,varies,10,,,stock FireRed; levels 30-30
SPECIES_GROWLITHE,,wild,POKEMON_MANSION_B1F,land,varies,10,,,stock FireRed; levels 30-30
SPECIES_RATICATE,,wild,POKEMON_MANSION_B1F,land,varies,10,,,stock FireRed; levels 38-38
SPECIES_GRIMER,,wild,POKEMON_MANSION_B1F,land,varies,5,,,stock FireRed; levels 28-28
SPECIES_WEEZING,,wild,POKEMON_MANSION_B1F,land,varies,5,,,stock FireRed; levels 34-34
SPECIES_GROWLITHE,,wild,POKEMON_MANSION_B1F,land,varies,4,,,stock FireRed; levels 32-32
SPECIES_RATTATA,,wild,POKEMON_MANSION_B1F,land,varies,4,,,stock FireRed; levels 26-26
SPECIES_GROWLITHE,,wild,POKEMON_MANSION_B1F,land,varies,1,,,stock FireRed; levels 32-32
SPECIES_RATTATA,,wild,POKEMON_MANSION_B1F,land,varies,1,,,stock FireRed; levels 26-26
SPECIES_RHYHORN,,wild,SAFARI_ZONE_CENTER,land,varies,20,,,stock FireRed; levels 25-25
SPECIES_NIDORAN_M,,wild,SAFARI_ZONE_CENTER,land,varies,20,,,stock FireRed; levels 22-22
SPECIES_EXEGGCUTE,,wild,SAFARI_ZONE_CENTER,land,varies,10,,,stock FireRed; levels 24-24
SPECIES_EXEGGCUTE,,wild,SAFARI_ZONE_CENTER,land,varies,10,,,stock FireRed; levels 25-25
SPECIES_VENONAT,,wild,SAFARI_ZONE_CENTER,land,varies,10,,,stock FireRed; levels 22-22
SPECIES_NIDORINO,,wild,SAFARI_ZONE_CENTER,land,varies,10,,,stock FireRed; levels 31-31
SPECIES_NIDORINA,,wild,SAFARI_ZONE_CENTER,land,varies,5,,,stock FireRed; levels 31-31
SPECIES_PARASECT,,wild,SAFARI_ZONE_CENTER,land,varies,5,,,stock FireRed; levels 30-30
SPECIES_VENONAT,,wild,SAFARI_ZONE_CENTER,land,varies,4,,,stock FireRed; levels 22-22
SPECIES_SCYTHER,,wild,SAFARI_ZONE_CENTER,land,varies,4,,,stock FireRed; levels 23-23
SPECIES_VENONAT,,wild,SAFARI_ZONE_CENTER,land,varies,1,,,stock FireRed; levels 22-22
SPECIES_CHANSEY,,wild,SAFARI_ZONE_CENTER,land,varies,1,,,stock FireRed; levels 23-23
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_CENTER,water,varies,60,,,stock FireRed; levels 20-25
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_CENTER,water,varies,30,,,stock FireRed; levels 20-25
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_CENTER,water,varies,5,,,stock FireRed; levels 25-30
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_CENTER,water,varies,4,,,stock FireRed; levels 30-35
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_CENTER,water,varies,1,,,stock FireRed; levels 35-40
SPECIES_MAGIKARP,,wild,SAFARI_ZONE_CENTER,fishing,varies,70,,,stock FireRed; levels 5-5
SPECIES_MAGIKARP,,wild,SAFARI_ZONE_CENTER,fishing,varies,30,,,stock FireRed; levels 5-5
SPECIES_GOLDEEN,,wild,SAFARI_ZONE_CENTER,fishing,varies,60,,,stock FireRed; levels 5-15
SPECIES_MAGIKARP,,wild,SAFARI_ZONE_CENTER,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_POLIWAG,,wild,SAFARI_ZONE_CENTER,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_GOLDEEN,,wild,SAFARI_ZONE_CENTER,fishing,varies,40,,,stock FireRed; levels 15-25
SPECIES_SEAKING,,wild,SAFARI_ZONE_CENTER,fishing,varies,40,,,stock FireRed; levels 20-30
SPECIES_DRATINI,,wild,SAFARI_ZONE_CENTER,fishing,varies,15,,,stock FireRed; levels 15-25
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_CENTER,fishing,varies,4,,,stock FireRed; levels 15-35
SPECIES_DRAGONAIR,,wild,SAFARI_ZONE_CENTER,fishing,varies,1,,,stock FireRed; levels 25-35
SPECIES_NIDORAN_M,,wild,SAFARI_ZONE_EAST,land,varies,20,,,stock FireRed; levels 24-24
SPECIES_DODUO,,wild,SAFARI_ZONE_EAST,land,varies,20,,,stock FireRed; levels 26-26
SPECIES_EXEGGCUTE,,wild,SAFARI_ZONE_EAST,land,varies,10,,,stock FireRed; levels 23-23
SPECIES_EXEGGCUTE,,wild,SAFARI_ZONE_EAST,land,varies,10,,,stock FireRed; levels 25-25
SPECIES_PARAS,,wild,SAFARI_ZONE_EAST,land,varies,10,,,stock FireRed; levels 22-22
SPECIES_NIDORINO,,wild,SAFARI_ZONE_EAST,land,varies,10,,,stock FireRed; levels 33-33
SPECIES_NIDORAN_F,,wild,SAFARI_ZONE_EAST,land,varies,5,,,stock FireRed; levels 24-24
SPECIES_PARASECT,,wild,SAFARI_ZONE_EAST,land,varies,5,,,stock FireRed; levels 25-25
SPECIES_PARAS,,wild,SAFARI_ZONE_EAST,land,varies,4,,,stock FireRed; levels 22-22
SPECIES_KANGASKHAN,,wild,SAFARI_ZONE_EAST,land,varies,4,,,stock FireRed; levels 25-25
SPECIES_PARAS,,wild,SAFARI_ZONE_EAST,land,varies,1,,,stock FireRed; levels 22-22
SPECIES_SCYTHER,,wild,SAFARI_ZONE_EAST,land,varies,1,,,stock FireRed; levels 28-28
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_EAST,water,varies,60,,,stock FireRed; levels 20-25
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_EAST,water,varies,30,,,stock FireRed; levels 20-25
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_EAST,water,varies,5,,,stock FireRed; levels 25-30
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_EAST,water,varies,4,,,stock FireRed; levels 30-35
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_EAST,water,varies,1,,,stock FireRed; levels 35-40
SPECIES_MAGIKARP,,wild,SAFARI_ZONE_EAST,fishing,varies,70,,,stock FireRed; levels 5-5
SPECIES_MAGIKARP,,wild,SAFARI_ZONE_EAST,fishing,varies,30,,,stock FireRed; levels 5-5
SPECIES_GOLDEEN,,wild,SAFARI_ZONE_EAST,fishing,varies,60,,,stock FireRed; levels 5-15
SPECIES_MAGIKARP,,wild,SAFARI_ZONE_EAST,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_POLIWAG,,wild,SAFARI_ZONE_EAST,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_GOLDEEN,,wild,SAFARI_ZONE_EAST,fishing,varies,40,,,stock FireRed; levels 15-25
SPECIES_SEAKING,,wild,SAFARI_ZONE_EAST,fishing,varies,40,,,stock FireRed; levels 20-30
SPECIES_DRATINI,,wild,SAFARI_ZONE_EAST,fishing,varies,15,,,stock FireRed; levels 15-25
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_EAST,fishing,varies,4,,,stock FireRed; levels 15-35
SPECIES_DRAGONAIR,,wild,SAFARI_ZONE_EAST,fishing,varies,1,,,stock FireRed; levels 25-35
SPECIES_RHYHORN,,wild,SAFARI_ZONE_NORTH,land,varies,20,,,stock FireRed; levels 26-26
SPECIES_NIDORAN_M,,wild,SAFARI_ZONE_NORTH,land,varies,20,,,stock FireRed; levels 30-30
SPECIES_EXEGGCUTE,,wild,SAFARI_ZONE_NORTH,land,varies,10,,,stock FireRed; levels 25-25
SPECIES_EXEGGCUTE,,wild,SAFARI_ZONE_NORTH,land,varies,10,,,stock FireRed; levels 27-27
SPECIES_PARAS,,wild,SAFARI_ZONE_NORTH,land,varies,10,,,stock FireRed; levels 23-23
SPECIES_NIDORINO,,wild,SAFARI_ZONE_NORTH,land,varies,10,,,stock FireRed; levels 30-30
SPECIES_NIDORINA,,wild,SAFARI_ZONE_NORTH,land,varies,5,,,stock FireRed; levels 30-30
SPECIES_VENOMOTH,,wild,SAFARI_ZONE_NORTH,land,varies,5,,,stock FireRed; levels 32-32
SPECIES_PARAS,,wild,SAFARI_ZONE_NORTH,land,varies,4,,,stock FireRed; levels 23-23
SPECIES_CHANSEY,,wild,SAFARI_ZONE_NORTH,land,varies,4,,,stock FireRed; levels 26-26
SPECIES_PARAS,,wild,SAFARI_ZONE_NORTH,land,varies,1,,,stock FireRed; levels 23-23
SPECIES_TAUROS,,wild,SAFARI_ZONE_NORTH,land,varies,1,,,stock FireRed; levels 28-28
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_NORTH,water,varies,60,,,stock FireRed; levels 20-25
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_NORTH,water,varies,30,,,stock FireRed; levels 20-25
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_NORTH,water,varies,5,,,stock FireRed; levels 25-30
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_NORTH,water,varies,4,,,stock FireRed; levels 30-35
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_NORTH,water,varies,1,,,stock FireRed; levels 35-40
SPECIES_MAGIKARP,,wild,SAFARI_ZONE_NORTH,fishing,varies,70,,,stock FireRed; levels 5-5
SPECIES_MAGIKARP,,wild,SAFARI_ZONE_NORTH,fishing,varies,30,,,stock FireRed; levels 5-5
SPECIES_GOLDEEN,,wild,SAFARI_ZONE_NORTH,fishing,varies,60,,,stock FireRed; levels 5-15
SPECIES_MAGIKARP,,wild,SAFARI_ZONE_NORTH,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_POLIWAG,,wild,SAFARI_ZONE_NORTH,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_GOLDEEN,,wild,SAFARI_ZONE_NORTH,fishing,varies,40,,,stock FireRed; levels 15-25
SPECIES_SEAKING,,wild,SAFARI_ZONE_NORTH,fishing,varies,40,,,stock FireRed; levels 20-30
SPECIES_DRATINI,,wild,SAFARI_ZONE_NORTH,fishing,varies,15,,,stock FireRed; levels 15-25
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_NORTH,fishing,varies,4,,,stock FireRed; levels 15-35
SPECIES_DRAGONAIR,,wild,SAFARI_ZONE_NORTH,fishing,varies,1,,,stock FireRed; levels 25-35
SPECIES_DODUO,,wild,SAFARI_ZONE_WEST,land,varies,20,,,stock FireRed; levels 26-26
SPECIES_NIDORAN_M,,wild,SAFARI_ZONE_WEST,land,varies,20,,,stock FireRed; levels 22-22
SPECIES_EXEGGCUTE,,wild,SAFARI_ZONE_WEST,land,varies,10,,,stock FireRed; levels 25-25
SPECIES_EXEGGCUTE,,wild,SAFARI_ZONE_WEST,land,varies,10,,,stock FireRed; levels 27-27
SPECIES_VENONAT,,wild,SAFARI_ZONE_WEST,land,varies,10,,,stock FireRed; levels 23-23
SPECIES_NIDORINO,,wild,SAFARI_ZONE_WEST,land,varies,10,,,stock FireRed; levels 30-30
SPECIES_NIDORAN_F,,wild,SAFARI_ZONE_WEST,land,varies,5,,,stock FireRed; levels 30-30
SPECIES_VENOMOTH,,wild,SAFARI_ZONE_WEST,land,varies,5,,,stock FireRed; levels 32-32
SPECIES_VENONAT,,wild,SAFARI_ZONE_WEST,land,varies,4,,,stock FireRed; levels 23-23
SPECIES_TAUROS,,wild,SAFARI_ZONE_WEST,land,varies,4,,,stock FireRed; levels 25-25
SPECIES_VENONAT,,wild,SAFARI_ZONE_WEST,land,varies,1,,,stock FireRed; levels 23-23
SPECIES_KANGASKHAN,,wild,SAFARI_ZONE_WEST,land,varies,1,,,stock FireRed; levels 28-28
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_WEST,water,varies,60,,,stock FireRed; levels 20-25
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_WEST,water,varies,30,,,stock FireRed; levels 20-25
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_WEST,water,varies,5,,,stock FireRed; levels 25-30
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_WEST,water,varies,4,,,stock FireRed; levels 30-35
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_WEST,water,varies,1,,,stock FireRed; levels 35-40
SPECIES_MAGIKARP,,wild,SAFARI_ZONE_WEST,fishing,varies,70,,,stock FireRed; levels 5-5
SPECIES_MAGIKARP,,wild,SAFARI_ZONE_WEST,fishing,varies,30,,,stock FireRed; levels 5-5
SPECIES_GOLDEEN,,wild,SAFARI_ZONE_WEST,fishing,varies,60,,,stock FireRed; levels 5-15
SPECIES_MAGIKARP,,wild,SAFARI_ZONE_WEST,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_POLIWAG,,wild,SAFARI_ZONE_WEST,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_GOLDEEN,,wild,SAFARI_ZONE_WEST,fishing,varies,40,,,stock FireRed; levels 15-25
SPECIES_SEAKING,,wild,SAFARI_ZONE_WEST,fishing,varies,40,,,stock FireRed; levels 20-30
SPECIES_DRATINI,,wild,SAFARI_ZONE_WEST,fishing,varies,15,,,stock FireRed; levels 15-25
SPECIES_PSYDUCK,,wild,SAFARI_ZONE_WEST,fishing,varies,4,,,stock FireRed; levels 15-35
SPECIES_DRAGONAIR,,wild,SAFARI_ZONE_WEST,fishing,varies,1,,,stock FireRed; levels 25-35
SPECIES_MAGNETON,,wild,CERULEAN_CAVE_1F,land,varies,20,,,stock FireRed; levels 49-49
SPECIES_PARASECT,,wild,CERULEAN_CAVE_1F,land,varies,20,,,stock FireRed; levels 49-49
SPECIES_GOLBAT,,wild,CERULEAN_CAVE_1F,land,varies,10,,,stock FireRed; levels 46-46
SPECIES_MACHOKE,,wild,CERULEAN_CAVE_1F,land,varies,10,,,stock FireRed; levels 46-46
SPECIES_PRIMEAPE,,wild,CERULEAN_CAVE_1F,land,varies,10,,,stock FireRed; levels 52-52
SPECIES_DITTO,,wild,CERULEAN_CAVE_1F,land,varies,10,,,stock FireRed; levels 52-52
SPECIES_ELECTRODE,,wild,CERULEAN_CAVE_1F,land,varies,5,,,stock FireRed; levels 58-58
SPECIES_PARASECT,,wild,CERULEAN_CAVE_1F,land,varies,5,,,stock FireRed; levels 58-58
SPECIES_GOLBAT,,wild,CERULEAN_CAVE_1F,land,varies,4,,,stock FireRed; levels 55-55
SPECIES_WOBBUFFET,,wild,CERULEAN_CAVE_1F,land,varies,4,,,stock FireRed; levels 55-55
SPECIES_PRIMEAPE,,wild,CERULEAN_CAVE_1F,land,varies,1,,,stock FireRed; levels 61-61
SPECIES_DITTO,,wild,CERULEAN_CAVE_1F,land,varies,1,,,stock FireRed; levels 61-61
SPECIES_PSYDUCK,,wild,CERULEAN_CAVE_1F,water,varies,60,,,stock FireRed; levels 30-40
SPECIES_GOLDUCK,,wild,CERULEAN_CAVE_1F,water,varies,30,,,stock FireRed; levels 40-50
SPECIES_GOLDUCK,,wild,CERULEAN_CAVE_1F,water,varies,5,,,stock FireRed; levels 45-55
SPECIES_PSYDUCK,,wild,CERULEAN_CAVE_1F,water,varies,4,,,stock FireRed; levels 40-50
SPECIES_PSYDUCK,,wild,CERULEAN_CAVE_1F,water,varies,1,,,stock FireRed; levels 40-50
SPECIES_GEODUDE,,wild,CERULEAN_CAVE_1F,rock_smash,varies,60,,,stock FireRed; levels 30-40
SPECIES_GRAVELER,,wild,CERULEAN_CAVE_1F,rock_smash,varies,30,,,stock FireRed; levels 40-50
SPECIES_GRAVELER,,wild,CERULEAN_CAVE_1F,rock_smash,varies,5,,,stock FireRed; levels 45-55
SPECIES_GEODUDE,,wild,CERULEAN_CAVE_1F,rock_smash,varies,4,,,stock FireRed; levels 40-50
SPECIES_GEODUDE,,wild,CERULEAN_CAVE_1F,rock_smash,varies,1,,,stock FireRed; levels 40-50
SPECIES_MAGIKARP,,wild,CERULEAN_CAVE_1F,fishing,varies,70,,,stock FireRed; levels 5-5
SPECIES_MAGIKARP,,wild,CERULEAN_CAVE_1F,fishing,varies,30,,,stock FireRed; levels 5-5
SPECIES_POLIWAG,,wild,CERULEAN_CAVE_1F,fishing,varies,60,,,stock FireRed; levels 5-15
SPECIES_MAGIKARP,,wild,CERULEAN_CAVE_1F,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_GOLDEEN,,wild,CERULEAN_CAVE_1F,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_POLIWAG,,wild,CERULEAN_CAVE_1F,fishing,varies,40,,,stock FireRed; levels 15-25
SPECIES_POLIWHIRL,,wild,CERULEAN_CAVE_1F,fishing,varies,40,,,stock FireRed; levels 20-30
SPECIES_GYARADOS,,wild,CERULEAN_CAVE_1F,fishing,varies,15,,,stock FireRed; levels 15-25
SPECIES_PSYDUCK,,wild,CERULEAN_CAVE_1F,fishing,varies,4,,,stock FireRed; levels 15-25
SPECIES_PSYDUCK,,wild,CERULEAN_CAVE_1F,fishing,varies,1,,,stock FireRed; levels 25-35
SPECIES_GOLBAT,,wild,CERULEAN_CAVE_2F,land,varies,20,,,stock FireRed; levels 49-49
SPECIES_MACHOKE,,wild,CERULEAN_CAVE_2F,land,varies,20,,,stock FireRed; levels 49-49
SPECIES_MAGNETON,,wild,CERULEAN_CAVE_2F,land,varies,10,,,stock FireRed; levels 52-52
SPECIES_PARASECT,,wild,CERULEAN_CAVE_2F,land,varies,10,,,stock FireRed; levels 52-52
SPECIES_KADABRA,,wild,CERULEAN_CAVE_2F,land,varies,10,,,stock FireRed; levels 55-55
SPECIES_DITTO,,wild,CERULEAN_CAVE_2F,land,varies,10,,,stock FireRed; levels 55-55
SPECIES_GOLBAT,,wild,CERULEAN_CAVE_2F,land,varies,5,,,stock FireRed; levels 58-58
SPECIES_WOBBUFFET,,wild,CERULEAN_CAVE_2F,land,varies,5,,,stock FireRed; levels 58-58
SPECIES_ELECTRODE,,wild,CERULEAN_CAVE_2F,land,varies,4,,,stock FireRed; levels 61-61
SPECIES_PARASECT,,wild,CERULEAN_CAVE_2F,land,varies,4,,,stock FireRed; levels 61-61
SPECIES_KADABRA,,wild,CERULEAN_CAVE_2F,land,varies,1,,,stock FireRed; levels 64-64
SPECIES_DITTO,,wild,CERULEAN_CAVE_2F,land,varies,1,,,stock FireRed; levels 64-64
SPECIES_GEODUDE,,wild,CERULEAN_CAVE_2F,rock_smash,varies,60,,,stock FireRed; levels 35-45
SPECIES_GRAVELER,,wild,CERULEAN_CAVE_2F,rock_smash,varies,30,,,stock FireRed; levels 45-55
SPECIES_GRAVELER,,wild,CERULEAN_CAVE_2F,rock_smash,varies,5,,,stock FireRed; levels 50-60
SPECIES_GEODUDE,,wild,CERULEAN_CAVE_2F,rock_smash,varies,4,,,stock FireRed; levels 45-55
SPECIES_GEODUDE,,wild,CERULEAN_CAVE_2F,rock_smash,varies,1,,,stock FireRed; levels 45-55
SPECIES_KADABRA,,wild,CERULEAN_CAVE_B1F,land,varies,20,,,stock FireRed; levels 58-58
SPECIES_DITTO,,wild,CERULEAN_CAVE_B1F,land,varies,20,,,stock FireRed; levels 58-58
SPECIES_MAGNETON,,wild,CERULEAN_CAVE_B1F,land,varies,10,,,stock FireRed; levels 55-55
SPECIES_PARASECT,,wild,CERULEAN_CAVE_B1F,land,varies,10,,,stock FireRed; levels 55-55
SPECIES_GOLBAT,,wild,CERULEAN_CAVE_B1F,land,varies,10,,,stock FireRed; levels 52-52
SPECIES_MACHOKE,,wild,CERULEAN_CAVE_B1F,land,varies,10,,,stock FireRed; levels 52-52
SPECIES_KADABRA,,wild,CERULEAN_CAVE_B1F,land,varies,5,,,stock FireRed; levels 67-67
SPECIES_DITTO,,wild,CERULEAN_CAVE_B1F,land,varies,5,,,stock FireRed; levels 67-67
SPECIES_ELECTRODE,,wild,CERULEAN_CAVE_B1F,land,varies,4,,,stock FireRed; levels 64-64
SPECIES_PARASECT,,wild,CERULEAN_CAVE_B1F,land,varies,4,,,stock FireRed; levels 64-64
SPECIES_GOLBAT,,wild,CERULEAN_CAVE_B1F,land,varies,1,,,stock FireRed; levels 61-61
SPECIES_WOBBUFFET,,wild,CERULEAN_CAVE_B1F,land,varies,1,,,stock FireRed; levels 61-61
SPECIES_PSYDUCK,,wild,CERULEAN_CAVE_B1F,water,varies,60,,,stock FireRed; levels 40-50
SPECIES_GOLDUCK,,wild,CERULEAN_CAVE_B1F,water,varies,30,,,stock FireRed; levels 50-60
SPECIES_GOLDUCK,,wild,CERULEAN_CAVE_B1F,water,varies,5,,,stock FireRed; levels 55-65
SPECIES_PSYDUCK,,wild,CERULEAN_CAVE_B1F,water,varies,4,,,stock FireRed; levels 50-60
SPECIES_PSYDUCK,,wild,CERULEAN_CAVE_B1F,water,varies,1,,,stock FireRed; levels 50-60
SPECIES_GEODUDE,,wild,CERULEAN_CAVE_B1F,rock_smash,varies,60,,,stock FireRed; levels 40-50
SPECIES_GRAVELER,,wild,CERULEAN_CAVE_B1F,rock_smash,varies,30,,,stock FireRed; levels 50-60
SPECIES_GRAVELER,,wild,CERULEAN_CAVE_B1F,rock_smash,varies,5,,,stock FireRed; levels 55-65
SPECIES_GEODUDE,,wild,CERULEAN_CAVE_B1F,rock_smash,varies,4,,,stock FireRed; levels 50-60
SPECIES_GEODUDE,,wild,CERULEAN_CAVE_B1F,rock_smash,varies,1,,,stock FireRed; levels 50-60
SPECIES_MAGIKARP,,wild,CERULEAN_CAVE_B1F,fishing,varies,70,,,stock FireRed; levels 5-5
SPECIES_MAGIKARP,,wild,CERULEAN_CAVE_B1F,fishing,varies,30,,,stock FireRed; levels 5-5
SPECIES_POLIWAG,,wild,CERULEAN_CAVE_B1F,fishing,varies,60,,,stock FireRed; levels 5-15
SPECIES_MAGIKARP,,wild,CERULEAN_CAVE_B1F,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_GOLDEEN,,wild,CERULEAN_CAVE_B1F,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_POLIWAG,,wild,CERULEAN_CAVE_B1F,fishing,varies,40,,,stock FireRed; levels 15-25
SPECIES_POLIWHIRL,,wild,CERULEAN_CAVE_B1F,fishing,varies,40,,,stock FireRed; levels 20-30
SPECIES_GYARADOS,,wild,CERULEAN_CAVE_B1F,fishing,varies,15,,,stock FireRed; levels 15-25
SPECIES_PSYDUCK,,wild,CERULEAN_CAVE_B1F,fishing,varies,4,,,stock FireRed; levels 15-25
SPECIES_GYARADOS,,wild,CERULEAN_CAVE_B1F,fishing,varies,1,,,stock FireRed; levels 25-35
SPECIES_ZUBAT,,wild,ROCK_TUNNEL_1F,land,varies,20,,,stock FireRed; levels 15-15
